"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz","class"
264,"Male","Other","18-24","60-69","Mobile phone","Laptop","1-3 ","6-9","Uncertain","Uncertain","Agree","Agree","Agree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Disagree",3
265,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","6-9","Agree","Strongly Agree","Uncertain","Strongly Disagree","Strongly Agree","Disagree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",1
266,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","Disagree","Agree","Agree","Disagree","Agree","Agree","Uncertain","Uncertain","Agree","Agree","Agree	","Agree	","Agree	","Agree	","Uncertain","Agree","Agree","Uncertain","Agree","Uncertain","Uncertain","Agree","Agree",2
267,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree",3
268,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree",3
269,"Female","Second/ Sophomore","18-24","+90","I pad/ Tablet","I pad/ Tablet","3-6","9-12","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",1
270,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","3-6","6-9","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
271,"Male","Other","18-24","60-69","Other","Mobile phone","1-3 ","6-9","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Uncertain","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree",3
272,"Female","Second/ Sophomore","18-24","+90","Laptop","Mobile phone","1-3 ","1-3 ","Disagree","Uncertain","Uncertain","Agree","Agree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
273,"Female","Fourth/Senior","18-24","70-79","Other","Laptop","1-3 ","6-9","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree",3
274,"Female","First/Freshman","+30","+90","Other","Laptop","1-3 ","3-6","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Agree	","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree",1
275,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","+12","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
276,"Female","Second/ Sophomore","18-24","+90","Laptop","Mobile phone","6-9","9-12","Agree","Strongly Agree","Disagree","Disagree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Uncertain	","Agree	","Uncertain","Strongly Agree","Agree","Disagree","Agree","Disagree","Strongly Agree","Agree","Disagree",2
277,"Female","First/Freshman","18-24","80-89","Mobile phone","Laptop","1-3 ","6-9","Strongly Agree","Strongly Agree","Uncertain","Strongly Disagree","Uncertain","Strongly Agree","Strongly Agree","Agree","Uncertain","Strongly Agree","Uncertain	","Uncertain	","Disagree","Strongly Disagree","Strongly Agree","Uncertain","Uncertain","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Strongly Disagree",2
278,"Female","First/Freshman","18-24","+90","Laptop","Laptop","3-6","9-12","Uncertain","Strongly Agree","Disagree","Uncertain","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Uncertain","Agree","Strongly Agree","Uncertain",3
279,"Female","First/Freshman","18-24","70-79","Other","Other","1-3 ","1-3 ","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
280,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Agree","Strongly Agree","Uncertain","Disagree","Strongly Agree","Disagree","Agree","Strongly Agree","Uncertain","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Agree","Agree","Uncertain","Agree","Agree","Strongly Agree","Strongly Agree",3
281,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","3-6","6-9","Uncertain","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
282,"Female","Third/Junior","18-24","60-69","Mobile phone","Mobile phone","6-9","6-9","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Uncertain	","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
283,"Female","Second/ Sophomore","25-30","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Uncertain","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree",2
284,"Female","Second/ Sophomore","18-24","70-79","Laptop","Laptop","1-3 ","3-6","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain",3
285,"Female","Fourth/Senior","18-24","60-69","Mobile phone","I pad/ Tablet","3-6","6-9","Agree","Agree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Uncertain	","Agree	","Agree	","Agree	","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
286,"Female","Other","+30","70-79","Mobile phone","Laptop","3-6","9-12","Agree","Strongly Agree","Uncertain","Strongly Agree","Agree","Disagree","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain",3
287,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","6-9","6-9","Agree","Strongly Agree","Uncertain","Agree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Uncertain	","Uncertain	","Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Uncertain","Agree","Uncertain","Agree",2
288,"Female","First/Freshman","18-24","60-69","Mobile phone","Laptop","3-6","6-9","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
289,"Female","Fourth/Senior","25-30","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
290,"Male","Third/Junior","18-24","70-79","Personal Computer","Personal Computer","1-3 ","9-12","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Disagree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Agree",3
291,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","Disagree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Disagree",3
292,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Disagree","Uncertain","Agree","Uncertain","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
293,"Male","Other","25-30","60-69","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Uncertain","Disagree","Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Uncertain",3
294,"Male","Third/Junior","18-24","+90","Mobile phone","Laptop","1-3 ","6-9","Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree",3
295,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","3-6","9-12","Uncertain","Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Uncertain","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree",3
296,"Female","Third/Junior","18-24","60-69","Mobile phone","Mobile phone","6-9","9-12","Agree","Strongly Agree","Uncertain","Strongly Agree","Agree","Disagree","Uncertain","Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree",3
297,"Male","Third/Junior","18-24","80-89","Mobile phone","Laptop","1-3 ","6-9","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Agree","Strongly Disagree","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree",3
298,"Female","Second/ Sophomore","18-24","70-79","Other","Laptop","1-3 ","3-6","Disagree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
299,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","3-6","6-9","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Uncertain","Disagree","Disagree","Disagree","Uncertain	","Uncertain	","Uncertain","Agree","Agree","Disagree","Uncertain","Disagree","Disagree","Uncertain","Disagree",2
300,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Laptop","3-6","1-3 ","Uncertain","Uncertain","Agree","Agree","Uncertain","Uncertain","Uncertain","Agree","Uncertain","Agree","Agree	","Uncertain	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree",1
301,"Male","Third/Junior","18-24","60-69","Mobile phone","Laptop","1-3 ","9-12","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree",3
302,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Laptop","1-3 ","6-9","Uncertain","Strongly Agree","Uncertain","Disagree","Agree","Disagree","Uncertain","Strongly Agree","Uncertain","Agree","Strongly Agree","Uncertain	","Agree	","Agree	","Uncertain","Agree","Strongly Agree","Disagree","Agree","Uncertain","Agree","Agree","Disagree",2
303,"Female","Other","25-30","70-79","Laptop","Mobile phone","1-3 ","1-3 ","Agree","Agree","Disagree","Disagree","Uncertain","Uncertain","Disagree","Disagree","Agree","Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Agree","Uncertain","Agree","Uncertain",1
304,"Female","Fourth/Senior","25-30","+90","Mobile phone","Mobile phone","3-6","9-12","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Strongly Agree","Agree","Disagree","Uncertain","Agree","Strongly Agree","Uncertain",2
305,"Female","Third/Junior","+30","+90","Mobile phone","Laptop","1-3 ","9-12","Strongly Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Agree","Disagree",1
