"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz"
763,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","3-6","1-3 ","4","4","0","0","1","1","2","2","3","3","2","3","3","3","3","4","4","2","2","3","2","3","1"
764,"Female","Other","25-30","+90","I pad/ Tablet","I pad/ Tablet","1-3 ","3-6","4","4","0","0","1","0","3","4","3","3","4","4","4","4","4","4","4","4","4","3","3","3","1"
765,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","4","4","3","3","1","1","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","0"
766,"Female","First/Freshman","18-24","60-69","Mobile phone","Mobile phone","3-6","6-9","2","4","3","2","2","1","4","3","4","2","2","4","4","4","4","2","3","4","4","4","3","4","4"
767,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","4","3","3","3","0","1","3","3","4","4","3","3","4","4","4","3","4","4","4","3","4","4","4"
768,"Female","Fourth/Senior","18-24","80-89","Other","Mobile phone","3-6","9-12","1","3","3","2","3","0","2","3","2","3","3","3","3","3","3","3","3","4","3","4","4","3","3"
769,"Female","Other","25-30","70-79","Mobile phone","Mobile phone","3-6","6-9","1","3","3","2","3","1","1","3","3","3","1","1","3","4","3","3","4","2","3","3","3","4","3"
770,"Female","Fourth/Senior","18-24","80-89","Other","Mobile phone","1-3 ","3-6","3","4","3","2","4","2","1","4","2","4","3","4","4","4","4","4","4","4","4","4","4","4","3"
771,"Male","Fourth/Senior","18-24","70-79","Laptop","Mobile phone","1-3 ","1-3 ","3","2","4","4","4","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
772,"Male","Fourth/Senior","+30","60-69","Laptop","Laptop","3-6","6-9","3","3","2","1","2","1","2","2","1","1","3","3","3","3","1","4","4","2","1","0","0","0","1"
773,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","2","3","4","4","2","2","4","4","3","4","4","4","4","4","4","1","4","4","4","4","4","4","4"
774,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","6-9","9-12","1","4","3","4","2","1","2","3","4","4","4","3","3","4","3","4","4","4","4","4","4","4","4"
775,"Female","Fourth/Senior","18-24","60-69","Mobile phone","Laptop","1-3 ","3-6","2","4","2","3","1","3","1","4","2","4","2","4","2","4","4","4","4","4","4","2","4","3","4"
